ticker,company,acquirer,ann_date,close_date,deal_size_m,per_share,max_cvr,has_cvr,payment,premium,ann_to_close_days,data_quality,ret_3m,ret_6m,ret_12m,ret_24m,stage,offer_low,offer_high,offer_ccy,n_parties,direction,first_contact,eng_to_deal_days,leaked_early,leak_detail,llm_error,inflections
ADMS,Adamas Pharmaceuticals Inc,"Supernus Pharmaceuticals, Inc.",2021-10-10,,370.7,8.1,9.1,True,cash with contingent value rights (CVR),0.7802,,ok,-0.1061,-0.0918,0.0581,0.1432,Commercial with 2 approved drugs + Phase 3/Regulatory,8.1,8.1,USD,1,unclear,,,False,,,Gocovri failed clinical trial in MS | Merger announcement with Supernus Pharmaceuticals
FLXN,Flexion Therapeutics Inc,"Pacira BioSciences, Inc.",2021-10-11,2021-11-19,427.7,8.5,16.5,True,mixed,0.405,39,ok,-0.3495,-0.489,-0.4882,-0.5751,Commercial + Phase 1/2 pipeline,7.5,8.5,USD,21,inbound,2021-05-21,143,True,FiercePharma + 4 years early,,ZILRETTA FDA approval | ZILRETTA commercial rollout | FX-201 clinical development | FX-301 clinical development
DRNA,"Dicerna Pharmaceuticals, Inc.",Novo Nordisk A/S (Danish aktieselskab),2021-11-18,2021-12-28,2988.4,38.25,38.25,False,cash,0.8017,40,ok,-0.4413,-0.2669,0.0392,-0.0564,Late-stage development (planned marketing applications for nedosiran),32.5,38.25,USD,3,inbound,2021-08-01,109,False,,,Sharp mid-week decline (August 2021) | Announcement of Merger Agreement with Novo Nordisk
ZGNX,"ZOGENIX, INC.","UCB S.A. (société anonyme formed under the laws of Belgium; principal executive office: Allée de la Recherche, 60, 1070 Brussels, Belgium)",2022-01-19,2022-03-07,1459.3,26.0,28.0,True,cash + CVR,0.8598,47,ok,-0.0784,-0.2229,-0.3007,-0.7263,Commercial (1 approved drug) + Phase 3/sNDA expansion,20.5,26.0,USD,3,inbound,2021-07-19,184,False,,,Positive top-line Phase 3 LGS trial results (Feb 2020) | Dilutive $200M convertible senior notes offering (Sept 2020) | UCB acquisition announcement (Jan 2022)
BDSI,BioDelivery Sciences International Inc.,Collegium Pharmaceuticals Inc.,2022-02-14,2022-03-22,568.6,5.6,5.6,False,cash,0.5954,36,ok,0.08,0.1323,-0.1856,-0.334,Commercial stage + Phase 3,4.6,5.6,USD,4,inbound,2021-12-22,54,False,,,BELBUCA patent litigation favorable ruling | ELYXYB launch plans for 2022 | Initial outreach from Collegium (Dec 2021) | Merger announcement at $5.60 per share
CMPI,"Checkmate Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",2022-04-19,2022-05-31,231.3,10.5,10.5,False,cash,2.3333,42,ok,0.1053,-0.3532,-0.7734,-0.775,Phase 1b/2 lead asset,7.5,10.5,USD,6,inbound,2020-12-01,504,False,,,CEO transition | Clinical data milestone delays | Declining cash position
ETTX,Entasis Therapeutics Holdings Inc.,"Innoviva, Inc.",2022-05-23,2022-07-11,105.3,2.2,2.2,False,cash,0.1702,49,ok,0.0805,-0.2879,-0.0553,-0.3213,Phase 3 lead + Phase 3 pipeline,1.8,2.2,USD,35,both,2022-02-01,111,True,Endpoints News + 3 months early,,Positive Phase 3 ATTACK trial data for SUL-DUR | Innoviva initial non-binding proposal ($1.80/share) | Execution of $15 million bridge financing agreement
TXMD,"TherapeuticsMD, Inc.",EW Healthcare Partners,2022-05-31,,88.5,10.0,10.0,False,cash,3.673,,ok,-0.2857,-0.726,-0.8347,-0.8305,"Commercial with 3 approved drugs (IMVEXXY, ANNOVERA, BIJUVA)",10.0,10.0,USD,83,outbound,2022-01-13,138,False,,,"ANNOVERA manufacturing failure rates | FDA sNDA approval (May 20, 2022) | Sixth Street debt maturity/liquidity crisis | Sale of vitaMedMD and BocaGreenMD assets"
TPTX,"Turning Point Therapeutics, Inc.",Bristol-Myers Squibb Company,2022-06-03,2022-08-17,3784.6,76.0,76.0,False,cash,1.8358,75,ok,-0.2463,-0.3555,-0.6484,-0.5745,Phase 1/2 (Registrational) lead asset,58.0,76.0,USD,33,outbound,2022-01-12,142,False,,,Positive top-line BICR data for repotrectinib (TRIDENT-1 study)
RDUS,"Radius Health, Inc.",Ginger Acquisition Inc.,2022-06-23,2022-08-15,476.1,10.0,11.0,True,cash,0.6,53,ok,-0.0981,-0.6394,-0.6975,-0.5571,Commercial + Phase 2/3 pipeline,9.0,10.0,USD,70,outbound,2022-01-26,148,False,,,Abaloparatide transdermal patch Phase III trial failure | Activist investor 13D filing and proxy contest | Initiation of strategic review process
EPZM,"Epizyme, Inc.",Ipsen S.A.,2022-06-27,2022-08-12,244.1,1.45,2.45,True,cash,2.2222,46,ok,-0.6959,-0.8665,-0.9453,-0.9716,Commercial + Phase 3 confirmatory,1.1,1.45,USD,38,inbound,2021-12-01,208,False,,,FDA approval of Tazverik | Ipsen initial outreach | Special Committee formation | Lease and debt cost reductions
LJPC,LA JOLLA PHARMACEUTICAL CO,"Innoviva, Inc.",2022-07-11,2022-08-22,155.3,6.23,6.23,False,cash,0.8006,42,ok,-0.1582,-0.2396,-0.3242,-0.2638,2 approved drugs / Commercial,4.9,6.23,USD,25,both,2022-03-22,111,False,,,
FMTX,"Forma Therapeutics Holdings, Inc.",Novo Nordisk A/S,2022-09-01,2022-10-14,957.3,20.0,20.0,False,cash,1.4155,43,ok,0.0952,-0.2844,-0.6383,-0.7904,Phase 2/3 lead + NDA stage oncology asset,8.2,20.0,USD,4,inbound,2021-01-01,608,False,,,ASH Annual Meeting data | Out-licensing of olutasidenib to Rigel Pharmaceuticals
LOGC,"LogicBio Therapeutics, Inc.",AstraZeneca PLC,2022-10-03,2022-11-16,68.2,2.07,2.07,False,cash,0.7107,44,ok,-0.324,-0.3632,-0.8329,-0.9486,Phase 1/2 lead + Preclinical platform,1.56,2.07,USD,2,inbound,2021-10-08,360,False,,,FDA clinical hold on Phase 1/2 SUNRISE trial | Nasdaq delisting notice | FDA lifts clinical hold on SUNRISE trial
AKUS,"Akouos, Inc.",Eli Lilly and Company,2022-10-18,2022-12-01,461.7,12.5,15.5,True,cash,1.4225,44,ok,0.4294,0.084,-0.5885,-0.7381,Phase 1/2 (IND cleared) lead asset,9.0,12.5,USD,4,inbound,2022-02-23,237,False,,,FDA clearance of IND application for AK-OTOF
AGTC,Applied Genetic Technologies Corporation,Syncona Limited,2022-10-24,2022-11-30,23.0,0.34,1.07,True,mixed,0.1724,37,ok,-0.5323,-0.7642,-0.9102,-0.9438,Phase 1/2 lead + clinical ocular portfolio,0.34,1.07,USD,33,outbound,2022-06-20,126,False,,,Nasdaq delisting notice | Critical liquidity shortfall/bankruptcy risk | July 2022 warrant issuance | Skyline/Vista Phase 1/2 trials
OYST,"Oyster Point Pharma, Inc.",Viatris Inc.,2022-11-07,2023-01-03,298.6,11.0,13.0,True,cash,0.5537,57,ok,0.556,-0.2036,-0.3593,-0.7071,Approved/Marketed lead asset + Phase 2 pipeline,10.0,11.0,USD,9,both,2021-11-02,370,False,,,
IMGO,"Imago BioSciences, Inc.","Merck & Co., Inc.",2022-11-21,2023-01-11,1220.9,36.0,36.0,False,cash,1.3669,51,ok,-0.1343,-0.1479,-0.4197,,Phase 2 lead asset,28.0,36.0,USD,11,both,2021-01-28,662,False,,,End-of-Phase 2 meeting with FDA | Clinical data presented at ASH 2022
ALBO,"ALBIREO PHARMA, INC.",Ipsen S.A.,2023-01-09,2023-03-02,876.3,42.0,52.0,True,cash,0.9663,52,ok,0.1314,0.0579,-0.0079,-0.4,Marketed + Phase 3 lead,28.0,42.0,USD,4,both,2022-11-16,54,False,,,
CINC,"CinCor Pharma, Inc.",AstraZeneca PLC,2023-01-09,2023-02-24,1138.4,26.0,36.0,True,cash,1.1776,46,ok,-0.598,-0.1872,-0.2538,,"Phase 2 lead, pre-revenue",22.0,26.0,USD,3,inbound,2021-05-10,609,False,,,Positive Phase 2 BrigHtn trial results | Phase 2 HALO trial missed primary endpoint
CNCE,"Concert Pharmaceuticals, Inc.",Sun Pharmaceutical Industries Ltd.,2023-01-19,2023-03-06,497.7,8.0,11.5,True,cash,0.7021,46,ok,-0.2622,0.1463,0.4072,-0.5648,Phase 3 lead asset,7.0,8.0,USD,40,both,2022-07-12,191,False,,,
CEMI,"CHEMBIO DIAGNOSTICS, INC.",Biosynex SA,2023-01-31,2023-04-27,16.5,0.45,0.45,False,cash,1.0455,86,ok,-0.3889,-0.6562,-0.807,-0.9708,Commercial + EUA Revoked,0.4,0.45,USD,81,outbound,2022-05-25,251,False,,,FDA revokes EUA for COVID-19 System | Nasdaq non-compliance notice | Abandoned $17M public offering | Engagement of Craig-Hallum for sale process
PRVB,"Provention Bio, Inc.",Sanofi S.A.,2023-03-13,2023-04-27,2367.6,25.0,25.0,False,cash,1.4038,45,ok,0.2545,0.8505,0.6378,-0.225,Approved / Commercial lead asset + Phase 2 pipeline,21.0,25.0,USD,1,inbound,2021-12-01,467,False,,,Co-Promotion Agreement with Sanofi | FDA approval of TZIELD (teplizumab-mzwv) | Sanofi equity investment
JNCE,"Jounce Therapeutics, Inc.","Concentra Biosciences, LLC",2023-03-27,2023-05-03,97.4,1.85,,False,cash,0.3603,37,ok,,,,,Phase 2 lead + multiple clinical/preclinical assets,1.8,1.85,USD,3,both,2023-03-14,13,False,,,Gilead GS-1811 buyout ($67M) | Redx Pharma merger announcement | Concentra unsolicited $1.80 proposal | Concentra revised $1.85 proposal
STSA,"Satsuma Pharmaceuticals, Inc.","Shin Nippon Biomedical Laboratories, Ltd.",2023-04-16,2023-06-08,30.2,0.91,6.68,True,cash,0.1235,53,ok,-0.1383,-0.8829,-0.7868,-0.8402,Phase 3 lead (failed) + NDA Accepted,0.91,0.91,USD,30,outbound,2022-12-07,130,False,,,SUMMIT Phase 3 trial failure | Announcement of strategic alternatives exploration | STS101 NDA Acceptance
CTIC,CTI BIOPHARMA CORP,Swedish Orphan Biovitrum AB (publ),2023-05-10,2023-06-26,1200.1,9.1,9.1,False,cash,1.1513,47,ok,-0.2181,-0.2079,-0.1206,0.9404,Commercial / Phase 3 (label expansion),8.0,9.1,USD,4,inbound,2023-02-10,89,False,,,
VECT,VectivBio Holding AG,"Ironwood Pharmaceuticals, Inc.",2023-05-22,,1067.7,17.0,17.0,False,cash,0.5625,,ok,0.4185,0.4683,1.1333,-0.2698,Phase 3 lead asset,14.0,17.0,USD,8,inbound,2023-03-21,62,False,,,
GRNA,"GreenLight Biosciences Holdings, PBC","SW ParentCo, Inc.",2023-05-30,2023-07-24,45.5,0.3,0.3,False,cash,-0.0625,55,ok,-0.7009,-0.8222,-0.9607,,"Pre-revenue, Launch 2024 (Agricultural) + Pre-clinical/Phase 1 (Human Health)",0.3,0.3,USD,140,both,2023-02-23,96,True,GlobeNewswire/BioSpace 2 months early,,
SGTX,"Sigilon Therapeutics, Inc.",Eli Lilly and Company,2023-06-29,2023-08-11,37.3,14.92,126.56,True,cash,2.0449,43,ok,4.6322,9.6522,5.0494,-0.5266,Pre-clinical lead + Phase 1/2 clinical hold,14.92,14.92,USD,141,both,2018-04-02,1914,False,,,FDA clinical hold on SIG-001 | Strategic reprioritization and workforce reduction | Collapse of Party E reverse merger | Lilly whole-company acquisition proposal
PRDS,"PARDES BIOSCIENCES, INC.","MediPacific, Inc.",2023-07-17,2023-08-31,132.1,2.13,2.13,False,cash,0.127,45,ok,0.4318,0.5366,-0.6127,-0.8093,"Phase 2, suspended development",1.93,2.13,USD,144,both,2023-04-20,88,False,,,Phase 2 trial failure of pomotrelvir | Announcement of strategic review process
DBTX,"Decibel Therapeutics, Inc.","Regeneron Pharmaceuticals, Inc.",2023-08-09,2023-09-25,101.3,4.0,7.5,True,cash,0.1429,47,ok,0.1254,0.378,-0.2972,-0.5251,"Phase 1/2 lead, pre-revenue",3.25,4.0,USD,5,both,2023-03-30,132,False,,,
THRN,"Thorne HealthTech, Inc.","Healthspan Buyer, LLC",2023-08-28,2023-10-16,551.2,10.2,10.2,False,cash,0.7201,49,ok,0.3447,0.3266,0.1426,-0.2898,Commercial + OneDraw Regulatory Approval Pending,7.0,10.2,USD,38,both,2022-12-22,249,False,,,
ICPT,"INTERCEPT PHARMACEUTICALS, INC.",Alfasigma S.p.A.,2023-09-26,2023-11-08,794.5,19.0,19.0,False,cash,0.7593,43,ok,0.0526,-0.4504,-0.4007,-0.2904,Marketed (Conditional Approval) + Phase 2,12.0,19.0,USD,18,both,2023-06-23,95,False,,,FDA advisory committee negative vote on OCA for NASH | FDA Complete Response Letter for OCA in NASH | Discontinuation of NASH investment and restructuring
PNT,POINT Biopharma Global Inc.,Eli Lilly and Company,2023-10-03,2023-12-27,1322.9,12.5,12.5,False,cash,0.5319,85,ok,-0.1197,0.0695,-0.2031,0.124,Phase 3 lead,12.0,12.5,USD,3,inbound,2023-06-15,110,False,,,
MIRO,Miromatrix Medical Inc.,United Therapeutics Corporation,2023-10-30,2023-12-13,89.1,3.25,5.0,True,cash,1.4809,44,ok,-0.2514,-0.2202,-0.7009,-0.8362,"Preclinical, bioengineered organ technology",2.75,5.0,USD,51,outbound,2023-07-17,105,False,,,March 2023 equity financing | May 2023 strategic partnering outreach | October 2023 merger agreement announcement
ICVX,"Icosavax, Inc.",AstraZeneca PLC,2023-12-12,2024-02-19,762.0,15.0,20.0,True,cash,1.1898,69,ok,-0.1184,-0.1459,1.751,-0.7218,"Phase 2 lead, Pre-revenue",12.0,15.0,USD,14,both,2022-07-21,509,False,,,Positive topline interim Phase 1 data for IVX-A12 | Phase 2 topline data for IVX-A12
THRX,"Theseus Pharmaceuticals, Inc.","Concentra Biosciences, LLC",2023-12-22,2024-02-14,180.8,4.05,4.05,False,cash,0.1188,54,ok,0.1603,-0.6709,-0.4456,-0.675,"Preclinical/Early Clinical, lead asset discontinued",3.8,4.05,USD,71,both,2023-11-24,28,True,PR Newswire/Company Press Release + 1 month early,,Discontinuation of lead candidate THE-630 | Public announcement of formal strategic review | Receipt of unsolicited proposal from Concentra | Receipt of joint interest from OrbiMed and Foresite
RYZB,"RayzeBio, Inc.",Bristol-Myers Squibb Company,2023-12-26,2024-02-26,3814.6,62.5,62.5,False,cash,1.7281,62,ok,-0.0454,,,,Phase 3 lead asset,36.0,62.5,USD,4,inbound,2023-11-06,50,False,,,Lead asset RYZ101 enters Phase 3 for GEP-NETs | General sector interest in radiopharmaceuticals
MOR,MorphoSys AG,Novartis AG,2024-02-05,2024-05-31,2560.5,68.0,68.0,False,cash,0.89,116,ok,0.5691,0.2436,1.4871,0.3005,Phase 3 lead oncology pipeline,68.0,68.0,EUR,2,inbound,2023-11-27,70,False,,,
CBAY,"CymaBay Therapeutics, Inc.","Gilead Sciences, Inc.",2024-02-12,2024-03-22,3731.4,32.5,32.5,False,cash,0.3678,39,ok,0.7626,1.05,2.6498,6.0296,Phase 3 lead asset,23.0,32.5,USD,22,inbound,2022-12-15,424,False,,,Positive topline Phase 3 RESPONSE study results for seladelpar
KNTE,Kinnate Biopharma Inc.,XOMA Corporation,2024-02-16,2024-04-03,122.2,2.5879,2.5879,False,cash,0.0828,47,ok,1.0965,-0.2215,-0.6266,-0.7344,"Clinical stage, Phase 1 lead asset",2.17,2.5879,USD,119,outbound,2023-11-14,94,False,,,Exarafenib Phase 1 data market response | Strategic reprioritization and workforce restructuring | Sale of Exarafenib assets to Pierre Fabre
NGM,"NGM Biopharmaceuticals, Inc.","The Column Group, LP (TCG) and affiliates",2024-02-26,2024-04-05,129.4,1.55,1.55,False,cash,0.0403,39,ok,0.9351,-0.3522,-0.7073,-0.8999,"Clinical-stage, Phase 2 lead",1.45,1.55,USD,8,inbound,2023-06-27,244,False,,,Phase 2 ALPINE 4 aldafermin data in NASH (Oct 2022) | TCG unsolicited expression of interest (Dec 2023) | Strategy refocus on rare conditions (Jan 2024) | Merger Agreement execution (Feb 2024)
SCTL,"Societal CDMO, Inc.","CoreRx, Inc.",2024-02-28,2024-04-08,116.3,1.1,1.1,False,cash,2.1429,40,ok,0.0,-0.6023,-0.7407,-0.8,Commercial CDMO services + legacy products,0.42,1.1,USD,4,outbound,2023-10-27,124,False,,,Nasdaq deficiency letter | Establishment of Restructuring Committee | Strategic review of San Diego facility
ALPN,"ALPINE IMMUNE SCIENCES, INC.",Vertex Pharmaceuticals Incorporated,2024-04-10,2024-05-20,4264.2,65.0,65.0,False,cash,0.8091,40,ok,1.1336,1.879,3.9696,3.4912,"Phase 1b/2a, Phase 3 planned",60.0,65.0,USD,5,both,2023-04-07,369,False,,,Phase 1b/2a data for povetacicept | American Society of Nephrology Kidney Week presentation
DCPH,"Deciphera Pharmaceuticals, Inc.","ONO Pharmaceutical Co., Ltd.",2024-04-29,2024-06-11,2213.8,25.6,25.6,False,cash,0.6275,43,ok,-0.0248,0.2366,0.0181,0.625,Phase 3 lead + 1 approved drug,19.0,25.6,USD,5,inbound,2022-06-16,683,False,,,FDA approval of QINLOCK | Positive top-line results from Phase 3 MOTION study of vimseltinib
CALT,Calliditas Therapeutics AB (publ),Asahi Kasei Corporation,2024-05-28,,12467.8,208.0,208.0,False,cash,0.83,,ok,-0.1379,0.2104,-0.1645,0.0172,Commercial,131,208,SEK,4,both,2023-04-13,411,False,,,
MORF,"Morphic Holding, Inc.",Eli Lilly and Company,2024-07-08,2024-08-16,2862.6,57.0,57.0,False,cash,0.8525,39,ok,-0.1724,0.1325,-0.5015,0.271,Phase 2b lead asset,46.0,57.0,USD,3,both,2020-12-30,1286,False,,,
GTHX,"G1 Therapeutics, Inc.",Pharmacosmos A/S,2024-08-07,2024-09-18,378.2,7.15,7.15,False,cash,1.8486,42,ok,-0.4749,-0.1375,0.0415,-0.805,Phase 3 lead + 1 approved drug,2.25,7.15,USD,14,both,2022-12-01,615,False,,,CRC Trial discontinuation | Interim TNBC Trial Data release | Final TNBC Trial results | COSELA commercialization
RVNC,"Revance Therapeutics, Inc.","Crown Holdings Interco LLC (sole stockholder of Crown); Crown Laboratories Holdings, Inc. (sole member of Crown Interco); Hildred Capital Management, LLC (majority shareholder of Crown)",2024-08-12,2025-02-06,382.9,3.65,3.65,False,cash,0.0196,178,ok,-0.1332,-0.3973,-0.841,-0.8178,"Commercial-stage, 2 primary products (DAXXIFY + RHA Collection)",2.25,6.66,USD,16,both,2023-11-13,273,False,,,Q1 2024 earnings miss and 23% stock drop | Teoxane SA breach notice and distribution agreement dispute | Going concern disclosure in Q3 2024 10-Q | DAXXIFY NMPA approvals in China
LBPH,"Longboard Pharmaceuticals, Inc.",H. Lundbeck A/S,2024-10-14,2024-12-02,2342.7,60.0,60.0,False,cash,0.7483,49,ok,0.8531,0.7764,4.5088,10.1429,Phase 3 ready lead asset,29.0,60.0,USD,2,inbound,2023-12-05,314,False,,,Positive topline PACIFIC study data (bexicaserin) | FDA Breakthrough Therapy designation for bexicaserin
LUMO,"Lumos Pharma, Inc.",Double Point Ventures LLC,2024-10-23,2024-12-12,36.8,4.25,8.75,True,mixed,0.0814,50,ok,0.7623,0.4137,0.3413,-0.57,"Phase 3 ready, lead asset LUM-201",2.83,4.25,USD,51,both,2024-01-03,294,False,,,End of Phase 2 meeting with FDA | Engagement of Piper Sandler for sale process | Announcement of strategic alternatives evaluation
PSTV,"Poseida Therapeutics, Inc.",F. Hoffmann-La Roche Ltd,2024-11-26,2025-01-08,880.0,9.0,13.0,True,cash,2.15,43,ok,-0.2781,-0.2012,0.2617,2.2143,Phase 1/1b lead assets,5.75,9.0,USD,4,both,2021-03-09,1358,False,,,Strategic global collaboration with Roche (July 2022) | Astellas $50 million strategic investment (August 2023)
MRNS,"MARINUS PHARMACEUTICALS, INC.",Immedica Pharma AB,2024-12-30,2025-02-11,30.4,0.55,0.55,False,cash,0.7188,43,ok,-0.7714,-0.7746,-0.9563,-0.931,Commercial (CDD) + Phase 3 failures (RSE/TSC),0.5,0.55,USD,77,outbound,2024-11-18,42,False,,,Phase 3 RAISE trial failed co-primary endpoint | Phase 3 TrustTSC trial failed primary endpoint | Discontinuation of ganaxolone clinical development | Commencement of strategic alternatives process
BLUE,"bluebird bio, Inc.","Beacon Parent Holdings, L.P. (backed by The Carlyle Group and SK Capital Partners)",2025-02-21,2025-06-02,29.2,3.0,9.84,True,cash,-0.6154,101,ok,15.25,6.4286,5.1905,0.5234,Commercial with 3 approved gene therapies,3.0,5.0,USD,103,both,2024-11-14,99,False,,,FDA denial of PRV application for LYFGENIA | Severe cash runway crisis and restructuring | Unsolicited bid from Ayrmid Ltd | Amendment to include $5.00 all-cash election
CMRX,"Chimerix, Inc.",Jazz Pharmaceuticals Public Limited Company,2025-03-05,2025-04-21,802.0,8.55,8.55,False,cash,1.1701,47,ok,2.9798,3.8049,3.2366,1.8971,Phase 3 lead + NDA accepted with priority review,5.0,8.55,USD,8,both,2024-12-12,83,False,,,NDA submission announcement for ONC201 | FDA acceptance of NDA with priority review | Merger announcement at $8.55 per share
TSVT,"2seventy bio, Inc.",Bristol-Myers Squibb Company,2025-03-10,2025-05-13,266.1,5.0,5.0,False,cash,1.1739,64,ok,-0.5137,-0.4498,-0.616,-0.77,Commercial (Abecma),4.75,5.0,USD,3,both,2023-02-01,768,False,,,
ALLK,Allakos Inc.,"Concentra Biosciences, LLC",2025-04-02,2025-05-15,29.8,0.33,0.33,False,cash,0.1786,43,ok,-0.7282,-0.6056,-0.8293,-0.9352,"Phase 1 failure, lead asset discontinued",0.32,0.33,USD,42,outbound,2025-02-20,41,True,"Bloomberg News reported sale exploration in Dec 2019; more recently, Special Situation Investments speculated on a Concentra bid 2 months early in Feb 2025",,AK006 Phase 1 failure | Discontinuation of AK006 development | Initiation of strategic review process | Concentra/Tang Capital 13D filing
RGLS,Regulus Therapeutics Inc.,Novartis AG,2025-04-30,2025-06-25,529.3,7.0,14.0,True,cash,3.0462,56,ok,0.1234,0.0745,-0.3993,0.227,Phase 1b lead asset,2.5,7.0,USD,5,outbound,2025-01-10,110,False,,,Positive Phase 1b MAD data | Positive interim analysis of fourth cohort | Successful End-of-Phase 1 meeting with FDA
KRON,"Kronos Bio, Inc.","Concentra Biosciences, LLC",2025-05-01,2025-06-20,34.8,0.57,,False,cash,-0.3049,50,ok,-0.1277,-0.1633,-0.3692,-0.5729,Pre-clinical lead + discontinued Phase 1/2,0.57,0.57,USD,25,outbound,2025-03-18,44,False,,,Discontinuation of Phase 1/2 istisociclib trial | Initiation of strategic review process | Failure of Party D reverse merger due to PIPE financing
INZY,"Inozyme Pharma, Inc.",BioMarin Pharmaceutical Inc.,2025-05-16,2025-07-01,259.7,4.0,4.0,False,cash,3.3478,46,ok,-0.3235,-0.8224,-0.821,-0.8551,Phase 3 lead asset,1.75,4.0,USD,2,both,2024-05-08,373,False,,,Positive interim clinical data for INZ-701 (May 2025)
BPMC,Blueprint Medicines Corporation,SANOFI,2025-06-02,2025-07-17,8350.6,129.0,135.0,True,cash,0.2328,45,ok,-0.0701,0.1537,-0.0238,0.7896,Approved drug + Phase 2/3 lead,124.0,129.0,USD,5,both,2024-05-24,374,False,,,
ELEV,"Elevation Oncology, Inc.","Concentra Biosciences, LLC",2025-06-09,2025-07-23,21.3,0.36,0.36,False,cash,0.0588,44,ok,-0.4603,-0.4769,-0.8963,-0.7687,"Preclinical/Early Clinical, lead asset discontinued",0.36,0.36,USD,23,outbound,2025-04-23,47,False,,,Discontinuation of lead program EO-3021 | Initiation of strategic options evaluation | Activist pressure from BML Capital Management
CVAC,CureVac N.V.,BioNTech SE,2025-06-12,,1230.4,5.4641,5.4641,True,stock,0.5747,,ok,-0.0307,0.2218,0.1924,-0.6611,Clinical/Pre-clinical oncology and infectious disease,,1250000000,USD,1,both,2025-02-11,121,False,,,Patent litigation settlement | GSK restructuring of infectious disease programs | BioNTech exchange ratio increase | Fixed-value collar structure proposal
VERV,"Verve Therapeutics, Inc.",Eli Lilly and Company,2025-06-17,2025-07-25,937.9,10.5,13.5,True,cash,1.2678,38,ok,-0.4604,-0.0334,-0.2258,-0.7504,Phase 1b lead asset,10.0,10.5,USD,8,both,2024-11-16,213,False,,,
TSBX,Turnstone Biologics Corp.,XOMA Royalty Corporation,2025-06-27,2025-08-11,7.9,0.34,0.39,True,cash,0.0303,45,ok,-0.1538,-0.3125,-0.8731,-0.97,"Phase 1 (Discontinued), Pre-revenue",0.34,0.34,USD,43,outbound,2025-04-16,72,False,,,Phase 1 data for TIDAL-01 | 60% workforce reduction | Discontinuation of TIDAL-01 clinical studies | Company D withdrawal from reverse merger
IGMS,"IGM Biosciences, Inc.","Tang Capital Partners, LP",2025-07-01,2025-08-14,75.1,1.247,1.247,False,cash,-0.0181,44,ok,-0.0662,-0.8735,-0.8475,-0.8709,"Pre-revenue, Phase 1b (discontinued lead)",1.204,1.247,USD,10,outbound,2025-05-21,41,False,,,Strategic pivot to autoimmune diseases | Imvotamab data failure and development termination | Strategic alternatives process initiation | 73% workforce reduction
CRGX,"CARGO Therapeutics, Inc.","Tang Capital Partners, LP",2025-07-08,2025-08-19,203.7,4.379,4.59,True,cash,-0.0781,42,ok,0.1995,-0.7428,-0.7355,,Phase 2 (Discontinued) + Preclinical,4.379,4.55,USD,157,outbound,2025-03-28,102,False,,,Discontinuation of FIRCE-1 Phase 2 study | Evaluation of strategic options and 90% workforce reduction
ITOS,"iTeos Therapeutics, Inc.","Tang Capital Partners, LP",2025-07-21,2025-08-29,443.8,10.047,10.047,False,cash,0.0087,39,ok,0.4477,0.3423,-0.327,-0.2855,Phase 2 lead (terminated) + clinical assets,8.5,10.047,USD,20,both,2025-06-10,41,False,,,GSK termination of belrestotug program | Announcement of clinical/operational wind down
DRRX,DURECT CORPORATION,Bausch Health Companies Inc.,2025-07-29,2025-09-11,54.3,1.75,13.02,True,cash,1.7778,44,ok,-0.2125,-0.3368,-0.5116,-0.8131,Phase 3 ready lead asset,1.75,1.75,USD,1,inbound,2024-01-25,551,False,,,AHFIRM trial failed to meet primary endpoints | FDA Breakthrough Therapy designation for larsucosterol | Going concern warning and liquidity concerns
HLVX,"HilleVax, Inc.",XOMA Royalty Corporation,2025-08-04,2025-09-17,97.8,1.95,1.95,False,cash,-0.0534,44,ok,0.4507,-0.0144,-0.8535,-0.8602,Phase 2b lead (discontinued) + clinical-stage pipeline,1.95,1.95,USD,33,outbound,2025-02-20,165,False,,,NEST-IN1 Phase 2b study failure (HIL-214) | Strategic review and 40% workforce reduction | Termination of Takeda license agreement
LVTX,LAVA Therapeutics N.V.,XOMA Royalty Corporation,2025-08-04,2025-11-13,27.4,1.04,1.04,False,mixed,-0.2121,101,ok,0.1379,0.2453,-0.3016,-0.1951,Clinical stage + partnered programs,1.04,1.16,USD,100,outbound,2025-02-10,175,False,,,Discontinuation of LAVA-1207 | Initiation of strategic review process | Public announcement of strategic options evaluation | Wind-down of LAVA-1266
YMAB,"Y-mAbs Therapeutics, Inc.",SERB Pharmaceuticals (Stark International Lux),2025-08-05,2025-09-16,390.8,8.6,8.6,False,cash,1.0,42,ok,-0.0529,-0.4737,-0.6228,-0.2252,Marketed lead asset + Clinical platform,7.8,8.6,USD,30,both,2025-02-04,182,False,,,
SCPH,scPharmaceuticals Inc.,MannKind Corporation,2025-08-25,2025-10-07,287.6,5.35,6.35,True,cash,-0.0446,43,ok,1.2311,0.7021,0.1336,-0.2503,Commercial (FUROSCIX) + Phase 3 (SCP-111),4.5,5.35,USD,26,both,2025-05-07,110,False,,,FUROSCIX device supplier price increase | Renegotiation of West Pharmaceutical supply agreement | Need for near-term capital/financing
TRML,"Tourmaline Bio, Inc.",Novartis AG,2025-09-09,2025-10-28,1238.4,48.0,48.0,False,cash,1.3166,49,ok,0.3722,0.451,0.4832,6.5345,Phase 2 lead asset,25.0,48.0,USD,12,both,2025-07-22,49,False,,,Positive topline results from Phase 2 TRANQUILITY trial
