file,company,ticker,cik,status,buyer,acquirer,data_quality,deal_type,payment_type,announcement_date,board_rec_date,tender_exp_date,close_date,ann_year,per_share_upfront,max_per_share_cvr,has_cvr,shares_out,implied_equity_value_m,ann_to_close_days,ann_to_tender_days,currency,premium_override,override_source,unaffected_close,last_pre_close,premium_to_unaffected,premium_to_last,runup_4wk_pct,pct_premium_pre_captured,vol_ratio_4wk,n_price_weeks
miromatrix_medical_inc_MIRO.md,Miromatrix Medical Inc.,MIRO,1527096,completed,Morpheus Subsidiary Inc.,United Therapeutics Corporation,ok,tender offer,cash,2023-10-30,2023-10-29,2023-12-11,2023-12-13,2023,3.25,5.0,True,27419228.0,89.1,44,42,USD,False,,1.31,1.04,1.4809,2.125,-0.2061,-0.1392,0.6,111
momenta_pharmaceuticals_inc_mnta.md,Momenta Pharmaceuticals,MNTA,1235010,completed,Johnson & Johnson,Johnson & Johnson,ok,cash tender offer + Section 251(h) merger,cash,2020-06-15,2020-08-19,2020-09-30,2020-10-01,2020,52.5,52.5,False,119029280.0,6249.0,108,107,USD,False,,27.08,31.05,0.9387,0.6908,0.1466,0.1562,0.91,26
monogram_biosciences_inc_MGRM.md,"Monogram Biosciences, Inc.",MGRM,1094961,completed,Mastiff Acquisition Corp.,Laboratory Corporation of America Holdings,ok,tender offer,cash,2009-06-23,2009-06-22,2009-08-03,2009-08-04,2009,4.55,4.55,False,23042427.0,104.8,42,41,USD,False,,2.5,1.81,0.82,1.5138,-0.276,-0.3366,1.46,111
morphic_holding_inc_MORF.md,"Morphic Holding, Inc.",MORF,1679363,completed,Eli Lilly and Company,Eli Lilly and Company,ok,tender offer,cash,2024-07-08,2024-07-07,2024-08-15,2024-08-16,2024,57.0,57.0,False,50221010.0,2862.6,39,38,USD,False,,30.77,31.84,0.8525,0.7902,0.0348,0.0408,1.39,110
morphosys_ag_MOR.md,MorphoSys AG,MOR,1340243,completed,Novartis BidCo AG,Novartis AG,ok,tender offer,cash,2024-02-05,2024-04-11,2024-05-13,2024-05-31,2024,68.0,68.0,False,37655137.0,2560.5,116,98,EUR,True,https://www.novartis.com/news/media-releases/novartis-strengthen-oncology-pipeline-agreement-acquire-morphosys-ag-eur-68-share-or-aggregate-eur-27bn-cash,35.98,35.98,0.89,0.89,,,1.04,121
myogen_inc_MYOG.md,"Myogen, Inc.",MYOG,1101052,completed,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",ok,tender offer,cash,2006-10-02,2006-09-30,2006-11-13,2006-11-17,2006,52.5,52.5,False,43440061.0,2280.6,46,42,USD,False,,35.0,35.08,0.5,0.4966,0.0023,0.0046,0.72,111
myokardia_inc_MYOK.md,"MyoKardia, Inc.",MYOK,1552451,completed,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,ok,tender offer,cash,2020-10-05,2020-10-03,2020-11-16,2020-11-17,2020,225.0,225.0,False,53308689.0,11994.5,43,42,USD,False,,113.31,139.6,0.9857,0.6117,0.232,0.2354,1.17,111
nabriva_therapeutics_plc_NBRV.md,Nabriva Therapeutics AG,NBRV,1641640,completed,Nabriva Therapeutics plc,Nabriva Therapeutics plc,suspect_feed,tender offer,stock,2017-04-18,2017-04-11,2017-06-23,2017-06-23,2017,1.0,10.15,True,2271709.0,2.3,66,66,USD,False,,,,,,,,,93
natrol_inc_NTOL.md,"NATROL, INC.",NTOL,1025573,completed,Nutra Acquisition Company Inc.,Plethico Pharmaceuticals Limited,ok,tender offer,cash,2007-11-18,2007-11-18,2007-12-27,2007-12-28,2007,4.4,4.4,False,14261944.0,62.8,40,39,USD,False,,3.15,2.27,0.3968,0.9383,-0.2794,-0.704,1.27,111
new_river_pharmaceuticals_inc_NRPH.md,NEW RIVER PHARMACEUTICALS INC,NRPH,1288379,completed,Shuttle Corporation,Shire plc,ok,tender offer,cash,2007-02-20,2007-02-19,2007-04-17,2007-04-19,2007,64.0,64.0,False,37051564.0,2371.3,58,56,USD,False,,55.65,58.35,0.15,0.0968,0.0485,0.3234,0.62,113
ngm_biopharmaceuticals_inc_ngm.md,"NGM Biopharmaceuticals, Inc.",NGM,1426332,completed,"Atlas Neon Parent, Inc.","The Column Group, LP (TCG) and affiliates",ok,tender offer,cash,2024-02-26,2024-02-25,2024-04-04,2024-04-05,2024,1.55,1.55,False,83462408.0,129.4,39,38,USD,False,,1.49,1.91,0.0403,-0.1885,0.2819,7.0,0.39,110
noven_pharmaceuticals_inc_NOVN.md,NOVEN PHARMACEUTICALS INC,NOVN,815838,completed,"Hisamitsu U.S., Inc.","Hisamitsu Pharmaceutical Co., Inc.",ok,tender offer,cash,2009-07-14,2009-07-13,2009-08-19,2009-08-20,2009,16.5,16.5,False,25061791.0,413.5,37,36,USD,False,,11.94,13.27,0.3819,0.2434,0.1114,0.2917,1.35,110
nps_pharmaceuticals_inc_npsp.md,"NPS Pharmaceuticals, Inc.",NPSP,890465,completed,Shire plc,Shire plc,ok,tender offer,cash,2015-01-11,2015-01-11,,2015-02-21,2015,46.0,46.0,False,108581155.0,4994.7,41,,USD,False,,31.28,41.91,0.4706,0.0976,0.3398,0.7221,1.03,109
obagi_medical_products_inc_OMPI.md,"Obagi Medical Products, Inc.",OMPI,1375247,completed,Valeant Pharmaceuticals International,"Valeant Pharmaceuticals International, Inc.",ok,tender offer,cash,2013-03-20,2013-03-19,2013-04-25,2013-04-25,2013,24.0,24.0,False,17434138.0,418.4,36,36,USD,False,,14.29,14.91,0.6795,0.6097,0.0434,0.0639,1.18,110
ocata_therapeutics_inc_OCAT.md,"Ocata Therapeutics, Inc.",OCAT,1140098,completed,Astellas Pharma Inc.,Astellas Pharma Inc.,ok,tender offer,cash,2015-11-10,2015-11-09,2016-02-09,2016-02-10,2015,8.5,8.5,False,42300462.0,359.6,92,91,USD,False,,4.7,4.75,0.8085,0.7895,0.0106,0.0132,0.49,118
ocera_therapeutics_inc_OCRX.md,"Ocera Therapeutics, Inc.",OCRX,1274644,completed,MAK LLC,Mallinckrodt plc,ok,tender offer,cash,2017-11-02,2017-11-01,2017-12-08,2017-12-11,2017,1.52,4.1,True,26514134.0,40.3,39,36,USD,False,,1.14,1.03,0.3333,0.4757,-0.0965,-0.2895,1.32,110
omrix_biopharmaceuticals_inc_OMRI.md,"Omrix Biopharmaceuticals, Inc.",OMRI,1349426,pending,"Binder Merger Sub, Inc.",Johnson & Johnson,ok,tender offer,cash,2008-11-24,2008-11-23,,,2008,25.0,25.0,False,17130332.0,428.3,,,USD,False,,14.75,21.16,0.6949,0.1815,0.4346,0.6254,0.9,110
onyx_pharmaceuticals_inc_ONXX.md,"Onyx Pharmaceuticals, Inc.",ONXX,1012140,completed,Arena Acquisition Company,Amgen Inc.,ok,tender offer,cash,2013-08-25,2013-08-24,2013-10-01,2013-10-01,2013,125.0,125.0,False,73430031.0,9178.8,37,37,USD,False,,131.71,116.96,-0.0509,0.0687,-0.112,2.1982,1.36,111
osi_pharmaceuticals_inc_OSIP.md,OSI PHARMACEUTICALS INC,OSIP,729922,completed,Astellas Pharma Inc.,"Astellas US Holding, Inc.",ok,tender offer,cash,2010-03-01,2010-05-16,2010-06-07,2010-06-08,2010,57.5,57.5,False,59584137.0,3426.1,99,98,USD,False,,34.22,37.01,0.6803,0.5536,0.0815,0.1198,0.82,119
osiris_therapeutics_inc_osir.md,"Osiris Therapeutics, Inc.",OSIR,1360886,completed,"Smith & Nephew Consolidated, Inc. (Parent)",Smith & Nephew plc (English public limited company),ok,tender offer,cash,2019-03-12,2019-03-11,2019-04-17,2019-04-17,2019,19.0,19.0,False,34528289.0,656.0,36,36,USD,False,,15.3,18.71,0.2418,0.0155,0.2229,0.9216,0.87,43
oyster_point_pharma_inc_OYST.md,"Oyster Point Pharma, Inc.",OYST,1720725,completed,Viatris Inc.,Viatris Inc.,ok,tender offer,cash,2022-11-07,2022-11-04,2022-12-31,2023-01-03,2022,11.0,13.0,True,27144768.0,298.6,57,54,USD,False,,7.08,8.35,0.5537,0.3174,0.1794,0.324,0.84,113
pandion_therapeutics_inc_PAND.md,"Pandion Therapeutics, Inc.",PAND,1807901,completed,Merck Sharp & Dohme Corp.,"Merck & Co., Inc.",ok,tender offer,cash,2021-02-25,2021-02-24,2021-03-31,2021-04-01,2021,60.0,60.0,False,29515583.0,1770.9,35,34,USD,False,,18.12,23.4,2.3113,1.5641,0.2914,0.1261,1.06,38
pardes_biosciences_inc_PRDS.md,"PARDES BIOSCIENCES, INC.",PRDS,1822711,completed,"MediPacific, Inc.","MediPacific, Inc.",ok,tender offer,cash,2023-07-17,2023-07-16,2023-08-30,2023-08-31,2023,2.13,2.13,False,62008506.0,132.1,45,44,USD,False,,1.89,1.85,0.127,0.1514,-0.0212,-0.1667,2.4,111
patheon_n_v_PTHN.md,Patheon N.V.,PTHN,1643848,completed,Thermo Fisher Scientific Inc.,Thermo Fisher Scientific Inc.,ok,tender offer,cash,2017-05-15,2017-05-14,2017-08-28,2017-08-29,2017,35.0,35.0,False,145136214.0,5079.8,106,105,USD,False,,25.78,26.0,0.3576,0.3462,0.0085,0.0239,0.61,59
penwest_pharmaceuticals_co_PPCO.md,PENWEST PHARMACEUTICALS CO,PPCO,1047188,completed,West Acquisition Corp.,Endo Pharmaceuticals Holdings Inc.,ok,tender offer,cash,2010-08-09,2010-08-09,2010-09-17,2010-11-04,2010,5.0,5.0,False,31946576.0,159.7,87,39,USD,False,,3.27,4.21,0.5291,0.1876,0.2875,0.5434,0.7,117
perrigo_co_plc_PRGO.md,Perrigo Company plc,PRGO,1585364,terminated,Mylan N.V.,Mylan N.V.,ok,tender offer,mixed,2015-04-08,2015-09-16,2015-11-13,,2015,75.0,232.2,True,146379803.0,10978.5,,219,USD,False,,156.83,163.73,-0.5218,-0.5419,0.044,-0.0843,1.03,118
pfenex_inc_pfnx.md,Pfenex Inc.,PFNX,1478121,completed,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated,ok,tender offer,cash,2020-08-10,2020-08-10,2020-09-29,2020-10-01,2020,12.0,14.0,True,34315550.0,411.8,52,50,USD,False,,8.2,8.31,0.4634,0.444,0.0134,0.0289,0.6,114
pharmasset_inc_VRUS.md,Pharmasset Inc,VRUS,1301081,completed,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",ok,tender offer,cash,2011-11-21,2011-11-20,2012-01-12,2012-01-17,2011,137.0,137.0,False,75737695.0,10376.1,57,52,USD,False,,,,,,,,,0
point_biopharma_global_inc_PNT.md,POINT Biopharma Global Inc.,PNT,1811764,completed,Eli Lilly and Company,Eli Lilly and Company,ok,tender offer,cash,2023-10-03,2023-10-02,2023-12-22,2023-12-27,2023,12.5,12.5,False,105831891.0,1322.9,85,80,USD,False,,8.16,6.67,0.5319,0.8741,-0.1826,-0.3433,1.08,117
portola_pharmaceuticals_inc_PTLA.md,"Portola Pharmaceuticals, Inc.",PTLA,1269021,completed,"Alexion Pharmaceuticals, Inc.","Alexion Pharmaceuticals, Inc.",ok,tender offer,cash,2020-05-05,2020-05-04,2020-07-01,2020-07-02,2020,18.0,18.0,False,78517282.0,1413.3,58,57,USD,False,,6.45,7.04,1.7907,1.5568,0.0915,0.0511,0.97,113
poseida_therapeutics_inc_PSTV.md,"Poseida Therapeutics, Inc.",PSTV,1661460,completed,"Roche Holdings, Inc.",F. Hoffmann-La Roche Ltd,ok,tender offer,cash,2024-11-26,2024-11-25,2025-01-07,2025-01-08,2024,9.0,13.0,True,97774206.0,880.0,43,42,USD,True,https://www.sec.gov/Archives/edgar/data/0001661460/000119312524265591/d881793dex991.htm,2.857,2.857,2.15,2.15,,,2.23,111
praecis_pharmaceuticals_inc_PRCS.md,PRAECIS PHARMACEUTICALS INCORPORATED,PRCS,1033025,completed,SmithKline Beecham Corporation,GlaxoSmithKline plc,ok,tender offer,cash,2006-12-21,2006-12-20,2007-02-06,2007-02-16,2006,5.0,5.0,False,10744643.0,53.7,57,47,USD,False,,2.08,1.97,1.4038,1.5381,-0.0529,-0.0377,1.14,113
prevail_therapeutics_inc_PRVL.md,Prevail Therapeutics Inc.,PRVL,1714798,completed,Tyto Acquisition Corporation,Eli Lilly and Company,ok,tender offer,cash,2020-12-15,2020-12-14,2021-01-21,2021-01-22,2020,22.5,26.5,True,34248033.0,770.6,38,37,USD,False,,9.76,11.69,1.3053,0.9247,0.1977,0.1515,0.74,84
principia_biopharma_inc_prnb.md,Principia Biopharma Inc.,PRNB,1510487,completed,Sanofi (French société anonyme),Sanofi,ok,tender offer + merger,cash,2020-08-16,2020-08-28,2020-09-25,2020-09-28,2020,100.0,100.0,False,33259922.0,3326.0,43,40,USD,False,,79.29,96.92,0.2612,0.0318,0.2223,0.8513,1.03,33
provention_bio_inc_PRVB.md,"Provention Bio, Inc.",PRVB,1695357,completed,"Zest Acquisition Sub, Inc.",Sanofi S.A.,ok,tender offer,cash,2023-03-13,2023-03-12,2023-04-26,2023-04-27,2023,25.0,25.0,False,94705874.0,2367.6,45,44,USD,False,,10.4,6.7,1.4038,2.7313,-0.3558,-0.2534,1.01,111
qiagen_n_v_QGEN.md,QIAGEN N.V.,QGEN,1015820,pending,Thermo Fisher Scientific Inc.,Thermo Fisher Scientific Inc.,ok,tender offer,cash,2020-03-03,2020-05-18,,,2020,39.0,39.0,False,,,,,USD,False,,31.23,33.19,0.2488,0.1751,0.0628,0.2523,0.82,118
radius_health_inc_RDUS.md,"Radius Health, Inc.",RDUS,1428522,completed,"Gurnet Point Capital, LLC and Patient Square Capital",Ginger Acquisition Inc.,ok,tender offer,cash,2022-06-23,2022-06-22,2022-08-10,2022-08-15,2022,10.0,11.0,True,47607604.0,476.1,53,48,USD,False,,6.25,8.43,0.6,0.1862,0.3488,0.5813,1.47,113
rapt_therapeutics_inc_RAPT.md,"RAPT Therapeutics, Inc.",RAPT,1673772,completed,GlaxoSmithKline LLC,GSK plc,ok,tender offer,cash,2026-01-20,2026-01-19,2026-03-02,2026-03-03,2026,58.0,58.0,False,30922702.0,1793.5,42,41,USD,False,,33.81,35.1,0.7155,0.6524,0.0382,0.0533,0.6,111
raptor_pharmaceutical_rptp.md,Raptor Pharmaceutical Corp,RPTP,1070698,completed,Horizon Pharma plc,Horizon Pharma plc,ok,cash tender offer followed by section 251(h) merger,cash with contingent value rights (CVR),2016-09-12,2016-09-12,2016-10-24,2016-10-25,2016,9.0,9.5,True,85734327.0,771.6,43,42,USD,False,,6.78,7.45,0.3274,0.2081,0.0988,0.3018,2.42,112
rayzebio_inc_RYZB.md,"RayzeBio, Inc.",RYZB,1825367,completed,Bristol-Myers Squibb Company,Bristol-Myers Squibb Company,ok,tender offer,cash,2023-12-26,2023-12-25,2024-02-22,2024-02-26,2023,62.5,62.5,False,61034144.0,3814.6,62,58,USD,False,,22.91,30.57,1.7281,1.0445,0.3344,0.1935,2.75,25
receptos_inc_rcpt.md,"Receptos, Inc.",RCPT (NASDAQ Global Market),1463729,completed,Celgene Corporation,Celgene Corporation,ok,tender offer,cash,2015-07-14,2015-07-14,2015-08-24,2015-08-27,2015,232.0,232.0,False,31606369.0,7332.7,44,41,USD,False,,178.31,193.98,0.3011,0.196,0.0879,0.2919,1.27,112
regulus_therapeutics_inc_RGLS.md,Regulus Therapeutics Inc.,RGLS,1505512,completed,Redwood Merger Sub Inc.,Novartis AG,ok,tender offer,cash,2025-04-30,2025-04-29,2025-06-24,2025-06-25,2025,7.0,14.0,True,75611212.0,529.3,56,55,USD,False,,1.73,2.76,3.0462,1.5362,0.5954,0.1954,0.78,113
relypsa_inc_RLYP.md,"Relypsa, Inc.",RLYP,1416792,completed,Vifor Pharma USA Inc.,Galenica AG,ok,tender offer,cash,2016-07-21,2016-07-20,2016-08-31,2016-09-01,2016,32.0,32.0,False,44882597.0,1436.2,42,41,USD,False,,17.9,20.67,0.7877,0.5481,0.1547,0.1965,0.87,111
repros_therapeutics_inc_rprx.md,REPROS THERAPEUTICS INC.,RPRX,897075,completed,"Allergan Sales, LLC",Allergan plc,ok,tender offer,cash,2017-12-12,2017-12-11,2018-01-29,2018-01-31,2017,0.67,0.67,False,39555133.0,26.5,50,48,USD,False,,0.41,0.49,0.6341,0.3673,0.1951,0.3077,0.31,112
revance_therapeutics_inc_rvnc.md,"Revance Therapeutics, Inc.",RVNC,1479290,completed,"Crown Laboratories, Inc.","Crown Holdings Interco LLC (sole stockholder of Crown); Crown Laboratories Holdings, Inc. (sole member of Crown Interco); Hildred Capital Management, LLC (majority shareholder of Crown)",ok,tender offer,cash,2024-08-12,2024-08-11,2025-02-04,2025-02-06,2024,3.65,3.65,False,104902388.0,382.9,178,176,USD,False,,3.58,3.53,0.0196,0.034,-0.014,-0.7143,1.29,132
sagent_pharmaceuticals_inc_sgnt.md,"Sagent Pharmaceuticals, Inc.",SGNT,1369786,completed,"Nichi-Iko Pharmaceutical Co., Ltd.","Nichi-Iko Pharmaceutical Co., Ltd. (Japanese corporation)",ok,tender offer,cash,2016-07-11,2016-07-10,2016-08-26,2016-08-29,2016,21.75,21.75,False,32910475.0,715.8,49,46,USD,False,,14.05,15.5,0.548,0.4032,0.1032,0.1883,0.91,114
salix_pharmaceuticals_ltd_SLXP.md,SALIX PHARMACEUTICALS LTD,SLXP,1009356,completed,Valeant Pharmaceuticals International,"Valeant Pharmaceuticals International, Inc.",ok,tender offer,cash,2015-02-22,2015-02-20,2015-04-01,2015-04-01,2015,173.0,173.0,False,64248604.0,11115.0,38,38,USD,False,,125.92,157.85,0.3739,0.096,0.2536,0.6782,1.37,111
santarus_inc_SNTS.md,SANTARUS INC,SNTS,1172480,completed,Willow Acquisition Sub Corporation,"Salix Pharmaceuticals, Ltd.",ok,tender offer,cash,2013-11-07,2013-11-06,2013-12-31,2014-01-02,2013,32.0,32.0,False,67326021.0,2154.4,56,54,USD,False,,22.39,23.58,0.4292,0.3571,0.0531,0.1238,0.75,113
satsuma_pharmaceuticals_inc_STSA.md,"Satsuma Pharmaceuticals, Inc.",STSA,1692830,completed,"Shin Nippon Biomedical Laboratories, Ltd.","Shin Nippon Biomedical Laboratories, Ltd.",ok,tender offer,cash,2023-04-16,2023-04-16,2023-06-05,2023-06-08,2023,0.91,6.68,True,33152498.0,30.2,53,50,USD,False,,0.81,0.66,0.1235,0.3788,-0.1852,-1.5,1.1,113
sciele_pharma_inc_SCRX.md,"SCIELE PHARMA, INC.",SCRX,1106773,completed,"Shionogi & Co., Ltd.","Shionogi & Co., Ltd.",ok,tender offer,cash,2008-09-01,2008-08-29,2008-10-08,2008-10-09,2008,31.0,31.0,False,32356389.0,1003.0,38,37,USD,False,,18.98,19.27,0.6333,0.6087,0.0153,0.0241,1.03,110
scpharmaceuticals_inc_SCPH.md,scPharmaceuticals Inc.,SCPH,1604950,completed,"Seacoast Merger Sub, Inc.",MannKind Corporation,ok,tender offer,cash,2025-08-25,2025-08-24,2025-10-06,2025-10-07,2025,5.35,6.35,True,53761939.0,287.6,43,42,USD,False,,5.6,4.85,-0.0446,0.1031,-0.1339,3.0,1.06,111
sigilon_therapeutics_inc_SGTX.md,"Sigilon Therapeutics, Inc.",SGTX,1821323,completed,Eli Lilly and Company,Eli Lilly and Company,ok,tender offer,cash,2023-06-29,2023-06-28,2023-08-09,2023-08-11,2023,14.92,126.56,True,2502084.0,37.3,43,41,USD,False,,4.9,3.91,2.0449,2.8159,-0.202,-0.0988,0.17,111
sirtris_pharmaceuticals_inc_SIRT.md,"Sirtris Pharmaceuticals, Inc.",SIRT,1388775,completed,SmithKline Beecham Corporation,GlaxoSmithKline plc,ok,tender offer,cash,2008-04-22,2008-04-21,2008-05-30,2008-06-05,2008,22.5,22.5,False,29266469.0,658.5,44,38,USD,False,,10.78,12.68,1.0872,0.7744,0.1763,0.1621,1.43,55
societal_cdmo_inc_SCTL.md,"Societal CDMO, Inc.",SCTL,1588972,completed,"Cane Merger Sub, Inc.","CoreRx, Inc.",ok,tender offer,cash,2024-02-28,2024-02-25,2024-04-05,2024-04-08,2024,1.1,1.1,False,105690922.0,116.3,40,37,USD,False,,0.35,0.51,2.1429,1.1569,0.4571,0.2133,2.02,111
soleno_therapeutics_inc_slno.md,"Soleno Therapeutics, Inc.",SLNO,1484565,completed,"Neurocrine Biosciences, Inc.","Neurocrine Biosciences, Inc.",ok,tender offer,cash,2026-04-06,2026-04-04,2026-05-15,2026-05-18,2026,53.0,53.0,False,51718149.0,2741.1,42,39,USD,False,,39.68,39.49,0.3357,0.3421,-0.0048,-0.0143,1.18,109
spark_therapeutics_inc_ONCE.md,"Spark Therapeutics, Inc.",ONCE,1609351,completed,"Roche Holdings, Inc.",Roche Holding Ltd,ok,tender offer,cash,2019-02-25,2019-02-22,2019-12-16,2019-12-17,2019,114.5,114.5,False,38053350.0,4357.1,295,294,USD,False,,43.44,51.56,1.6358,1.2207,0.1869,0.1143,0.88,147
stemline_therapeutics_inc_STML.md,STEMLINE THERAPEUTICS INC,STML,1264587,completed,Berlin-Chemie AG,A. Menarini - Industrie Farmaceutiche Riunite - S.r.l.,ok,tender offer,cash,2020-05-04,2020-05-03,2020-06-09,2020-06-10,2020,11.5,12.5,True,52510785.0,603.9,37,36,USD,False,,4.46,4.75,1.5785,1.4211,0.065,0.0412,0.95,110
sucampo_pharmaceuticals_inc_scmp.md,"Sucampo Pharmaceuticals, Inc.",SCMP,1365216,completed,Mallinckrodt plc,Mallinckrodt plc (Irish public limited company),ok,tender offer,cash,2017-12-26,2017-12-22,2018-02-13,2018-02-13,2017,18.0,18.0,False,47294047.0,851.3,49,49,USD,False,,10.55,17.0,0.7062,0.0588,0.6114,0.8658,5.56,113
sunovion_pharmaceuticals_inc_SEPR.md,Sepracor Inc.,SEPR,877357,completed,"Aptiom, Inc.","Dainippon Sumitomo Pharma Co., Ltd.",ok,tender offer,cash,2009-09-03,2009-09-02,2009-10-13,2009-10-20,2009,23.0,23.0,False,110992118.0,2552.8,47,40,USD,False,,17.5,18.59,0.3143,0.2372,0.0623,0.1982,0.89,112
synthorx_inc_THOR.md,"Synthorx, Inc.",THOR,1609727,completed,Sanofi,Sanofi,ok,tender offer,cash,2019-12-08,2019-12-06,2020-01-22,2020-01-23,2019,68.0,68.0,False,32442647.0,2206.1,46,45,USD,False,,16.03,25.03,3.242,1.7167,0.5614,0.1732,1.55,60
targanta_therapeutics_corp_TARG.md,Targanta Therapeutics Corporation,TARG,1398161,completed,The Medicines Company,The Medicines Company,ok,tender offer,mixed,2009-01-12,2009-01-11,2009-02-24,2009-02-25,2009,2.0,6.55,True,20991316.0,42.0,44,43,USD,False,,1.04,1.02,0.9231,0.9608,-0.0192,-0.0208,0.23,73
taro_pharmaceutical_industries_ltd_TARO.md,TARO PHARMACEUTICAL INDUSTRIES LTD.,TARO,906338,terminated,Sun Pharmaceutical Industries Ltd.,Sun Pharmaceutical Industries Ltd.,ok,tender offer,cash,2008-06-25,2008-07-08,2008-07-28,,2008,7.75,7.75,False,39460257.0,305.8,,33,USD,False,,8.3,9.1,-0.0663,-0.1484,0.0964,-1.4545,0.61,118
terns_pharmaceuticals_inc_TERN.md,"Terns Pharmaceuticals, Inc.",TERN,1831363,completed,Merck Sharp & Dohme LLC,"Merck & Co., Inc.",ok,tender offer,cash,2026-03-25,2026-03-24,2026-05-04,2026-05-05,2026,53.0,53.0,False,115458298.0,6119.3,41,40,USD,False,,39.23,48.44,0.351,0.0941,0.2348,0.6688,1.28,110
tesaro_inc_TSRO.md,"TESARO, Inc.",TSRO,1491576,completed,GlaxoSmithKline LLC,GlaxoSmithKline plc,ok,tender offer,cash,2018-12-03,2018-12-02,2019-01-18,2019-01-22,2018,75.0,75.0,False,55231566.0,4142.4,50,46,USD,False,,30.3,46.38,1.4752,0.6171,0.5307,0.3597,2.0,111
tetraphase_pharmaceuticals_inc_ttph.md,"Tetraphase Pharmaceuticals, Inc.",TTPH,1373707,completed,La Jolla Pharmaceutical Company,La Jolla Pharmaceutical Company (California corporation),ok,tender offer,cash,2020-06-24,2020-06-23,2020-07-28,2020-07-28,2020,2.0,3.48,True,7263236.0,14.5,34,34,USD,False,,2.64,2.63,-0.2424,-0.2395,-0.0038,0.0156,0.38,135
therapeuticsmd_inc_TXMD.md,"TherapeuticsMD, Inc.",TXMD,25743,terminated,EW Healthcare Partners,EW Healthcare Partners,ok,tender offer,cash,2022-05-31,2022-05-27,2022-07-12,,2022,10.0,10.0,False,8846756.0,88.5,,42,USD,True,https://www.prnewswire.com/news-releases/ew-healthcare-partners-announces-commencement-of-the-tender-offer-for-all-outstanding-shares-of-therapeuticsmd-301562062.html,2.14,2.14,3.673,3.673,,,11.55,118
theseus_pharmaceuticals_inc_THRX.md,"Theseus Pharmaceuticals, Inc.",THRX,1745020,completed,"Concentra Biosciences, LLC","Concentra Biosciences, LLC",ok,tender offer,cash,2023-12-22,2023-12-21,2024-02-13,2024-02-14,2023,4.05,4.05,False,44649172.0,180.8,54,53,USD,False,,3.62,3.75,0.1188,0.08,0.0359,0.3023,0.43,113
third_wave_technologies_inc_wi_TWTI.md,"Third Wave Technologies, Inc.",TWTI,1120438,completed,"Hologic, Inc.","Hologic, Inc.",ok,tender offer,cash,2008-06-09,2008-06-08,2008-07-16,2008-07-17,2008,11.25,11.25,False,45328279.0,509.9,38,37,USD,False,,8.48,10.5,0.3267,0.0714,0.2382,0.7292,1.69,110
thorne_healthtech_inc_THRN.md,"Thorne HealthTech, Inc.",THRN,1844280,completed,L Catterton,"Healthspan Buyer, LLC",ok,tender offer,cash,2023-08-28,2023-08-27,2023-10-12,2023-10-16,2023,10.2,10.2,False,54036771.0,551.2,49,45,USD,False,,5.93,7.81,0.7201,0.306,0.317,0.4403,2.11,109
tigenix_nv_TIG.md,TiGenix NV,TIG,1581987,pending,Takeda Pharmaceutical Company Limited,Takeda Pharmaceutical Company Limited,ok,tender offer,cash,2018-01-05,2018-01-04,2018-05-31,,2018,1.78,1.78,False,296067856.0,527.0,,146,EUR,True,https://www.fiercebiotech.com/biotech/takeda-strikes-eu520m-deal-to-buy-cell-therapy-firm-tigenix,0.98,0.98,0.82,0.82,,,1.89,69
tobira_therapeutics_inc_TBRA.md,"Tobira Therapeutics, Inc.",TBRA,1311596,completed,"Allergan Holdco US, Inc.",Allergan plc,ok,tender offer,cash,2016-09-20,2016-09-19,2016-10-31,2016-11-01,2016,28.35,78.19,True,18833219.0,533.9,42,41,USD,False,,4.87,4.59,4.8214,5.1765,-0.0575,-0.0119,0.36,111
tourmaline_bio_inc_TRML.md,"Tourmaline Bio, Inc.",TRML,1827506,completed,Novartis AG,Novartis AG,ok,tender offer,cash,2025-09-09,2025-09-08,2025-10-27,2025-10-28,2025,48.0,48.0,False,25799160.0,1238.4,49,48,USD,False,,20.72,26.74,1.3166,0.7951,0.2905,0.2207,0.85,112
translate_bio_inc_TBIO.md,"Translate Bio, Inc.",TBIO,1693415,completed,"Vector Merger Sub, Inc.",Sanofi,ok,tender offer,cash,2021-08-03,2021-08-02,2021-09-13,2021-09-14,2021,38.0,38.0,False,75590892.0,2872.5,42,41,USD,False,,29.18,27.64,0.3023,0.3748,-0.0528,-0.1746,0.73,14
trius_therapeutics_inc_TSRX.md,Trius Therapeutics Inc,TSRX,1356857,completed,"Cubist Pharmaceuticals, Inc.","Cubist Pharmaceuticals, Inc.",ok,tender offer,cash,2013-07-30,2013-07-30,2013-09-11,2013-09-11,2013,13.5,15.5,True,48268557.0,651.6,43,43,USD,False,,8.1,11.75,0.6667,0.1489,0.4506,0.6759,1.49,111
